번호,분야,사업명,신청시작일자,신청종료일자,소관기관,수행기관,등록일자,상세URL
611,내수,자사몰 구축 지원(2024년 중소기업 마케팅 지원사업 통합 공고),2024-04-01,2024-06-30,중소벤처기업부,중소기업유통센터,2024-03-13,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095740
612,창업,2024년 공공시장 진출 프로그램(5기) 창업기업 모집 공고,2024-03-11,2024-03-29,중소벤처기업부,창업진흥원,2024-03-13,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095739
613,경영,[경기] 서부권역 2024년 캐릭터 IP 특화분야지원 참가기업 및 개인창작자 모집 공고,2024-03-11,2024-04-01,경기도,경기콘텐츠진흥원,2024-03-13,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095738
614,내수,오프라인 판로지원(2024년 중소기업 마케팅 지원사업 통합 공고),2024-01-01,2024-12-31,중소벤처기업부,중소기업유통센터,2024-03-13,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095737
615,내수,온라인기획전(2024년 중소기업 마케팅 지원사업 통합 공고),2024-03-01,2024-05-31,중소벤처기업부,중소기업유통센터,2024-03-13,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095744
616,경영,세종 Invest On 투자 역량강화 배치 프로그램 보육기업 모집 공고,2024-03-11,2024-03-24,세종특별자치시,세종창조경제혁신센터,2024-03-13,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095743
617,내수,홈쇼핑 방송지원(2024년 중소기업 마케팅 지원사업 통합 공고),2024-03-01,2024-05-31,중소벤처기업부,중소기업유통센터,2024-03-13,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095742
618,수출,[경북] 2024년 프랑크푸르트 자동차부품전 참가기업 모집 공고,2024-03-11,2024-03-25,경상북도,경상북도경제진흥원,2024-03-13,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095736
619,내수,2024년 중소기업 마케팅 지원사업 통합 공고,2024-01-01,2024-12-31,중소벤처기업부,중소기업유통센터,2024-03-13,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095741
620,수출,[광주] 2024년 추계 메종ㆍ오브제 파리 전시 참여 공방 모집 공고(광주공예품마케팅판매지원사업),2024-03-27,2024-03-28,광주광역시,광주디자인진흥원,2024-03-13,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095735
621,수출,[경북] 칠곡군 2024년 해외무역사절단 파견 참가기업 모집 연장 공고,2024-03-11,2024-03-15,경상북도,경상북도경제진흥원,2024-03-13,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095720
622,기타,[광주] 2024년 오핸즈 브랜드 지정 상품 공모(수제공방육성지원사업),2024-04-03,2024-04-04,광주광역시,광주디자인진흥원,2024-03-13,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095719
623,기술,2024년 나노 및 소재기술개발사업 신규과제(플랫폼형) 선정계획 재공고,2024-03-11,2024-03-21,과학기술정보통신부,한국연구재단,2024-03-13,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095734
624,금융,2024년 2차 미래환경산업육성융자(녹색전환) 사업 모집 공고,2024-03-11,2024-11-29,환경부,한국환경산업기술원,2024-03-13,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095733
625,기술,2024년 나노 및 소재기술개발사업 신규과제(국가전략기술소재개발) 선정계획 재공고,2024-03-11,2024-03-21,과학기술정보통신부,한국연구재단,2024-03-13,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095718
626,내수,[경기] 군포시 2024년 상반기 맞춤형 마케팅 지원사업 공고,2024-03-11,2024-03-29,경기도,군포산업진흥원,2024-03-13,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095732
627,수출,2024년 독일베를린가전박람회(IFA) 한국관 참가업체 모집 공고,2024-03-08,2024-04-19,중소벤처기업부,한국전자정보통신산업진흥회,2024-03-13,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095731
628,기술,[대전] 2024년 과학기술정보통신부 연구산업진흥단지 육성사업(대전연구산업진흥단지) 시행 공고,2024-03-15,2024-12-31,과학기술정보통신부,대전테크노파크,2024-03-13,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095730
629,경영,[대구] 2024년 예비마을기업 지원사업 공고,2024-03-11,2024-03-27,대구광역시,커뮤니티와경제,2024-03-13,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095729
630,경영,[경기] 북부 2024년 소상공인 IP(지식재산) 역량 강화 상표출원 지원 사업 공고,2024-02-29,2024-12-31,경기도,경기대진테크노파크,2024-03-13,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095716
631,기술,[부산] 2024년 과학기술정보통신부 연구산업진흥단지 육성사업(부산연구산업진흥단지) 시행 공고,2024-03-08,2024-12-31,과학기술정보통신부,부산산업과학혁신원,2024-03-13,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095728
632,기술,[충북] 제천시 2024년 한방천연물제품 연구개발 및 제품화 지원 기업 모집 공고,2024-03-06,2024-03-20,충청북도,제천한방바이오진흥재단,2024-03-13,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095715
633,기술,[경남] 산청군ㆍ합천군 2024년 항노화바이오 강소기업 패키지 지원사업 모집 공고,2024-03-12,2024-03-29,경상남도,경남테크노파크,2024-03-13,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095727
634,경영,[광주] 2024년 광의료산업 육성지원사업 수혜기업 모집 공고,2024-03-25,2024-03-28,광주광역시,광주테크노파크,2024-03-13,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095726
635,경영,[경북ㆍ강원ㆍ대구] 2024년 ICT 멘토링 프로그램 참가자 모집 공고(ICT이노베이션스퀘어 확산사업),2024-03-07,2024-10-31,경상북도,포항테크노파크,2024-03-13,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095725
636,경영,[경북] 구미시 2024년 예비수소전문기업 육성 지원사업 공고,2024-03-07,2024-03-21,경상북도,포항테크노파크,2024-03-13,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095714
637,기술,[세종] 2024년 1차 자율주행시스템 부품 안정성 시험평가 기반구축 기업지원 통합 공고(스마트특성화 기반구축사업),2024-03-07,2024-03-29,세종특별자치시,세종테크노파크,2024-03-13,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095713
638,경영,[경북] 포항시 2024년 예비수소전문기업 육성 지원사업 공고,2024-03-07,2024-03-21,경상북도,포항테크노파크,2024-03-13,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095724
639,내수,[경남] 2024년 모범장수기업 선정 공고,2024-03-08,2024-04-05,경상남도,경남투자경제진흥원,2024-03-13,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095723
640,기술,[전남] 2024년 농공단지 기업 맞춤형 특화 지원사업 모집 공고,2024-03-11,2024-04-12,전라남도,전남테크노파크,2024-03-13,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095722
641,기술,[경기] 성남시 2024년 ICT융복합 기반 디지털 전환 지원사업 공고,2024-03-08,2024-03-21,경기도,성남산업진흥원,2024-03-13,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095712
642,기술,[전남] 여수시 2024년 스마트그린 산업단지 스마트 플랜트 방폭 및 화재안전 인프라 구축 기업 지원사업 공고,2024-03-11,2024-04-12,전라남도,전남테크노파크,2024-03-13,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095721
643,경영,[인천] 2024년 콘텐츠 제작 지원사업 통합 공고,2024-03-08,2024-05-31,인천광역시,인천테크노파크,2024-03-13,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095711
644,창업,2024년 과학기술정보통신부 GovTech 창업기업 지원사업 모집 공고,2024-03-12,2024-04-12,과학기술정보통신부,정보통신산업진흥원,2024-03-13,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095700
645,수출,[경기] 2024년 물산업 통상촉진단 참가기업 모집 공고,2024-03-08,2024-03-29,경기도,경기도경제과학진흥원,2024-03-12,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095710
646,인력,[전북] 전주시 2024년 출향청년 채용 전주기업 취업지원 사업 참여기업 모집 재공고,2024-03-08,2024-12-31,전북특별자치도,기초자치단체,2024-03-12,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095699
647,인력,[서울ㆍ경기] 2024년 미래 청년 일자리 참여기업(사업장) 모집 공고,2024-03-25,2024-03-31,서울특별시,직접수행,2024-03-12,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095709
648,수출,[충남] 2024년 태국 방콕 식품 전시회[THAIFEX] 단체 참가 지원 사업 모집 공고,2024-03-08,2024-03-19,충청남도,충청남도일자리경제진흥원,2024-03-12,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095708
649,기술,2024년 국산 의료기기 신제품 사용적합성 평가 지원사업 모집 공고,2024-03-12,2024-03-26,보건복지부,한국보건산업진흥원,2024-03-12,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095698
650,수출,[부산] 2024년 말레이시아 국제 기계 전시회 모집 공고,2024-03-08,2024-03-21,부산광역시,부산경제진흥원,2024-03-12,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095697
651,인력,2024년 정보보호 취업박람회 지원사업 참여기업 모집 공고,2024-03-11,2024-04-05,과학기술정보통신부,한국정보보호산업협회,2024-03-12,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095696
652,금융,[서울] 2024년 수출보험ㆍ보증료 지원사업 공고,2024-03-11,2024-12-31,서울특별시,한국무역보험공사,2024-03-12,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095695
653,내수,[경남] 2024년 중소기업 국내전시회 참가지원사업 참여기업 모집 공고,2024-03-11,2024-03-29,경상남도,경남투자경제진흥원,2024-03-12,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095694
654,기술,2024년 국산 의료기기 신제품 사용자(의료기관) 평가 지원사업 모집 공고,2024-03-11,2024-03-29,보건복지부,한국보건산업진흥원,2024-03-12,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095707
655,창업,2024년 1차 보건산업 특허전략ㆍ인허가 컨설팅 지원사업 창업기업 모집 공고,2024-03-12,2024-04-08,보건복지부,한국보건산업진흥원,2024-03-12,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095706
656,기술,2024년 개인정보 보호ㆍ활용 기술개발 스타트업 챌린지 지원사업 모집 공고,2024-03-11,2024-04-09,개인정보보호위원회,한국인터넷진흥원,2024-03-12,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095693
657,창업,[광주] 2024년 G-유니콘 육성프로그램 참여기업 모집 공고,2024-03-07,2024-03-22,광주광역시,광주창조경제혁신센터,2024-03-12,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095692
658,금융,2024년 중소금융권 소상공인ㆍ자영업자 금융비용 지원사업 시행 공고,2024-03-18,2024-12-31,중소벤처기업부,중소벤처기업진흥공단,2024-03-12,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095691
659,내수,SK스토아 연계 우수 해양수산기업 T-커머스진출 지원사업 참여기업 모집 공고,2024-03-11,2024-03-29,해양수산부,해양수산과학기술진흥원,2024-03-12,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095705
660,수출,2024년 해양수산기업 맞춤형 수출지원 패키지 서비스 지원기업 모집 공고,2024-03-11,2024-03-29,해양수산부,대한무역투자진흥공사,2024-03-12,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095704
661,기술,[충북] 충주시 자동차부품산업클러스터 기업성장지원사업 수혜기업 모집 공고,2024-03-11,2024-04-05,충청북도,충북테크노파크,2024-03-12,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095703
662,기술,[경북] 2024년 퍼스널케어 융합 얼라이언스 육성사업(상품경쟁력 강화) 지원사업 통합 공고,2024-03-11,2024-10-31,경상북도,대구가톨릭대학교,2024-03-12,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095702
663,경영,[충북] 청주시 2024년 중소기업 R&D 정부공모과제 지원사업 수혜기업 모집 공고,2024-03-11,2024-03-14,충청북도,충북테크노파크,2024-03-12,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095701
664,수출,2024년 수출바우처 일본 수출상담회 참가기업 모집 공고,2024-03-11,2024-03-22,중소벤처기업부,중소벤처기업진흥공단,2024-03-12,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095690
665,수출,[광주] 2024년 국내외 전시박람회 개별참가 업체 모집 공고,2024-03-08,2024-04-19,광주광역시,광주경제진흥상생일자리재단,2024-03-12,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095680
666,수출,[광주] 2024년 해외물류비 지원사업 참가업체 모집 공고,2024-03-08,2024-11-29,광주광역시,광주경제진흥상생일자리재단,2024-03-12,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095689
667,경영,[대구] 2024년 퍼스널케어 융합 얼라이언스 육성사업(선도상품개발지원과제) 모집 공고,2024-03-11,2024-04-12,대구광역시,대구경북디자인진흥원,2024-03-12,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095688
668,금융,2024년 4차 국민체육진흥기금(운전ㆍ연구개발자금) 스포츠산업 이차보전 지원사업 공고,2024-03-12,2024-05-06,문화체육관광부,국민체육진흥공단,2024-03-12,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095687
669,수출,[광주] 2024년 해외규격인증 지원사업 참가업체 모집 공고,2024-03-08,2024-04-19,광주광역시,광주경제진흥상생일자리재단,2024-03-12,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095686
670,수출,2024년 베트남 국제 프리미엄 소비재전 참여기업 모집 공고,2024-03-11,2024-03-25,해양수산부,해양수산과학기술진흥원,2024-03-12,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095685
671,인력,2024년 3월 공공연 연구인력 파견지원 공고(중소기업 연구인력지원사업),2024-03-01,2024-03-31,중소벤처기업부,국가과학기술연구회,2024-03-12,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095679
672,경영,[강원] 2024년 지역특화콘텐츠개발 지원사업 참가기업 모집 공고,2024-03-12,2024-03-27,강원특별자치도,강원문화재단,2024-03-12,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095678
673,금융,2024년 4차 국민체육진흥기금(시설설치ㆍ개보수ㆍ설비자금) 스포츠산업융자(튼튼론) 신청 공고,2024-03-12,2024-07-03,문화체육관광부,국민체육진흥공단,2024-03-12,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095684
674,경영,2024년 선도형 스마트공장(지역특화 프로젝트 레전드50+) 구축지원 사업 공고,2024-03-12,2024-04-11,중소벤처기업부,스마트제조혁신추진단,2024-03-12,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095683
675,경영,[전북] 2024년 시제품제작지원사업 모집 공고,2024-03-07,2024-11-01,전북특별자치도,전북특별자치도경제통상진흥원,2024-03-12,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095682
676,기술,2024년 융복합신기술제품안전기술지원사업 신규지원 대상과제 모집 공고,2024-03-05,2024-04-04,산업통상자원부,한국산업기술기획평가원,2024-03-12,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000095676
